split,gene,chrom,tss
train,AT1G70720,1,26666383
train,AT1G70730,1,26673166
train,AT1G70740,1,26676042
train,AT1G70750,1,26683355
train,AT1G70760,1,26687202
train,AT1G70770,1,26691281
train,AT1G70780,1,26696392
train,AT1G70790,1,26699321
train,AT1G70800,1,26702493
train,AT1G70810,1,26703966
train,AT1G70820,1,26705420
train,AT1G70830,1,26711587
train,AT1G70840,1,26714069
train,AT1G70850,1,26716901
train,AT1G70860,1,26719211
train,AT1G70870,1,26721563
train,AT1G70880,1,26723978
train,AT1G70890,1,26726652
train,AT1G70895,1,26727555
train,AT1G70900,1,26731782
train,AT1G70910,1,26734155
train,AT1G70920,1,26735894
train,AT1G70940,1,26742940
train,AT1G70944,1,26749253
train,AT1G70949,1,26752664
train,AT1G70950,1,26752597
train,AT1G70960,1,26756253
train,AT1G70970,1,26759834
train,AT1G70980,1,26762041
train,AT1G70985,1,26765285
train,AT1G70990,1,26768215
train,AT1G71000,1,26770177
train,AT1G71010,1,26782048
train,AT1G71015,1,26790262
train,AT1G71020,1,26793319
train,AT1G71030,1,26796532
train,AT1G71040,1,26800483
train,AT1G71050,1,26804292
train,AT1G71060,1,26807183
train,AT1G71070,1,26809520
train,AT1G71080,1,26811848
train,AT1G71090,1,26812156
train,AT1G71100,1,26814260
train,AT1G71110,1,26817878
train,AT1G71120,1,26822487
train,AT1G71130,1,26822517
train,AT1G71140,1,26824564
train,AT1G71150,1,26827146
train,AT1G71160,1,26830208
train,AT1G71170,1,26830603
train,AT1G71180,1,26832267
train,AT1G71190,1,26835060
train,AT1G71200,1,26837991
train,AT1G71210,1,26841507
train,AT1G71220,1,26841550
train,AT1G71230,1,26852406
train,AT1G71235,1,26854559
train,AT1G71240,1,26855331
train,AT1G71250,1,26860110
train,AT1G71260,1,26863454
train,AT1G71270,1,26863587
train,AT1G71280,1,26872152
train,AT1G71290,1,26872643
train,AT1G71300,1,26874064
train,AT1G71310,1,26880064
train,AT1G71320,1,26882485
train,AT1G71330,1,26885169
train,AT1G71340,1,26888364
train,AT1G71350,1,26891284
train,AT1G71360,1,26894856
train,AT1G71370,1,26899434
train,AT1G71380,1,26901976
train,AT1G71390,1,26906401
train,AT1G71400,1,26909792
train,AT1G71410,1,26917732
train,AT1G71420,1,26920099
train,AT1G71430,1,26920440
train,AT1G71440,1,26924431
train,AT1G71450,1,26927012
train,AT1G71460,1,26930347
train,AT1G71470,1,26930706
train,AT1G71480,1,26931852
train,AT1G71490,1,26935825
train,AT1G71500,1,26935982
train,AT1G71520,1,26938369
train,AT1G71528,1,26942952
train,AT1G71530,1,26939567
train,AT1G71680,1,26944587
train,AT1G71690,1,26947754
train,AT1G71691,1,26951547
train,AT1G71692,1,26955127
train,AT1G71695,1,26964087
train,AT1G71696,1,26966766
train,AT1G71697,1,26970968
train,AT1G71700,1,26973389
train,AT1G71710,1,26981046
train,AT1G71720,1,26983615
train,AT1G71730,1,26986909
train,AT1G71740,1,26987245
train,AT1G71750,1,26989199
train,AT1G71760,1,26989318
train,AT1G71770,1,26994259
train,AT1G71780,1,26996673
train,AT1G71790,1,26996805
train,AT1G71800,1,26999374
train,AT1G71810,1,27008184
train,AT1G71820,1,27009564
train,AT1G71828,1,27018315
train,AT1G71830,1,27018158
train,AT1G71840,1,27022138
train,AT1G71850,1,27026363
train,AT1G71860,1,27026677
train,AT1G71865,1,27029116
train,AT1G71866,1,27031461
train,AT1G71870,1,27035182
train,AT1G71880,1,27054030
train,AT1G71890,1,27058381
train,AT1G71900,1,27061461
train,AT1G71910,1,27064932
train,AT1G71920,1,27066948
train,AT1G71930,1,27074702
train,AT1G71940,1,27078524
train,AT1G71950,1,27081641
train,AT1G71960,1,27088248
train,AT1G71970,1,27092893
train,AT1G71980,1,27097703
train,AT1G71990,1,27100210
train,AT1G72000,1,27103277
train,AT1G72010,1,27107558
train,AT1G72020,1,27110593
train,AT1G72030,1,27110832
train,AT1G72040,1,27114399
train,AT1G72050,1,27115016
train,AT1G72060,1,27118177
train,AT1G72070,1,27119918
train,AT1G72080,1,27122783
train,AT1G72090,1,27123567
train,AT1G72100,1,27127170
train,AT1G72110,1,27131469
train,AT1G72120,1,27132014
train,AT1G72125,1,27134108
train,AT1G72130,1,27137102
train,AT1G72140,1,27141765
train,AT1G72141,1,27145322
train,AT1G72150,1,27148261
train,AT1G72160,1,27155793
train,AT1G72170,1,27156321
train,AT1G72175,1,27157875
train,AT1G72180,1,27162820
train,AT1G72190,1,27169754
train,AT1G72200,1,27171410
train,AT1G72210,1,27179458
train,AT1G72220,1,27185883
train,AT1G72230,1,27188036
train,AT1G72240,1,27190036
train,AT1G72250,1,27192740
train,AT1G72260,1,27199468
train,AT1G72270,1,27209096
train,AT1G72275,1,27211500
train,AT1G72280,1,27214688
train,AT1G72290,1,27215787
train,AT1G72300,1,27221265
train,AT1G72310,1,27225665
train,AT1G72320,1,27233167
train,AT1G72330,1,27233418
train,AT1G72340,1,27236797
train,AT1G72350,1,27239947
train,AT1G72360,1,27241696
train,AT1G72370,1,27244931
train,AT1G72390,1,27245082
train,AT1G72410,1,27257081
train,AT1G72416,1,27260521
train,AT1G72420,1,27263828
train,AT1G72430,1,27265806
train,AT1G72440,1,27273935
train,AT1G72450,1,27276562
train,AT1G72460,1,27279341
train,AT1G72470,1,27283628
train,AT1G72480,1,27288522
train,AT1G72490,1,27291107
train,AT1G72500,1,27298715
train,AT1G72510,1,27303323
train,AT1G72520,1,27308513
train,AT1G72530,1,27312954
train,AT1G72540,1,27316669
train,AT1G72545,1,27315740
train,AT1G72550,1,27324112
train,AT1G72560,1,27330031
train,AT1G72570,1,27331381
train,AT1G72580,1,27334771
train,AT1G72590,1,27335531
train,AT1G72600,1,27338034
train,AT1G72610,1,27340044
train,AT1G72620,1,27341021
train,AT1G72630,1,27344181
train,AT1G72640,1,27348256
train,AT1G72645,1,27348261
train,AT1G72650,1,27349393
train,AT1G72660,1,27353765
train,AT1G72670,1,27358863
train,AT1G72680,1,27361024
train,AT1G72690,1,27361146
train,AT1G72700,1,27365772
train,AT1G72710,1,27372197
train,AT1G72720,1,27377473
train,AT1G72730,1,27380182
train,AT1G72740,1,27382924
train,AT1G72750,1,27383320
train,AT1G72755,1,27383850
train,AT1G72760,1,27388534
train,AT1G72770,1,27389948
train,AT1G72780,1,27393385
train,AT1G72790,1,27394598
train,AT1G72800,1,27397089
train,AT1G72810,1,27400474
train,AT1G72820,1,27402814
train,AT1G72830,1,27408221
train,AT1G72840,1,27413851
train,AT1G72850,1,27413881
train,AT1G72852,1,27416050
train,AT1G72855,1,27416114
train,AT1G72860,1,27420946
train,AT1G72870,1,27420939
train,AT1G72880,1,27426215
train,AT1G72890,1,27429916
train,AT1G72900,1,27432178
train,AT1G72910,1,27435306
train,AT1G72920,1,27437899
train,AT1G72930,1,27439240
train,AT1G72940,1,27441981
train,AT1G72950,1,27444415
train,AT1G72960,1,27446069
train,AT1G72970,1,27452748
train,AT1G72980,1,27456949
train,AT1G72990,1,27462487
train,AT1G73000,1,27462983
train,AT1G73010,1,27466348
train,AT1G73020,1,27473660
train,AT1G73030,1,27473763
train,AT1G73040,1,27475962
train,AT1G73050,1,27478534
train,AT1G73060,1,27478970
train,AT1G73065,1,27482171
train,AT1G73066,1,27481785
train,AT1G73080,1,27484240
train,AT1G73090,1,27488217
train,AT1G73100,1,27491184
train,AT1G73110,1,27496969
train,AT1G73120,1,27498062
train,AT1G73130,1,27498929
train,AT1G73140,1,27503834
train,AT1G73150,1,27506406
train,AT1G73160,1,27506485
train,AT1G73165,1,27509272
train,AT1G73170,1,27514837
train,AT1G73177,1,27517882
train,AT1G73180,1,27517891
train,AT1G73190,1,27521944
train,AT1G73200,1,27526818
train,AT1G73210,1,27530952
train,AT1G73220,1,27538190
train,AT1G73230,1,27541952
train,AT1G73240,1,27544920
train,AT1G73250,1,27546479
train,AT1G73260,1,27548282
train,AT1G73270,1,27552517
train,AT1G73280,1,27555322
train,AT1G73290,1,27558774
train,AT1G73300,1,27562636
train,AT1G73310,1,27565177
train,AT1G73320,1,27567222
train,AT1G73325,1,27568281
train,AT1G73330,1,27569823
train,AT1G73340,1,27573114
train,AT1G73350,1,27577283
train,AT1G73360,1,27582685
train,AT1G73370,1,27588978
train,AT1G73380,1,27589015
train,AT1G73390,1,27595752
train,AT1G73400,1,27598033
train,AT1G73410,1,27601593
train,AT1G73430,1,27603655
train,AT1G73440,1,27611354
train,AT1G73450,1,27613420
train,AT1G73460,1,27619535
train,AT1G73470,1,27625116
train,AT1G73480,1,27628678
train,AT1G73490,1,27634990
train,AT1G73500,1,27640643
train,AT1G73510,1,27643295
train,AT1G73530,1,27645525
train,AT1G73540,1,27646743
train,AT1G73550,1,27648709
train,AT1G73560,1,27650471
train,AT1G73570,1,27650992
train,AT1G73580,1,27654744
train,AT1G73590,1,27659673
train,AT1G73600,1,27669152
train,AT1G73603,1,27674288
train,AT1G73607,1,27676182
train,AT1G73610,1,27678313
train,AT1G73620,1,27681358
train,AT1G73630,1,27684673
train,AT1G73640,1,27686672
train,AT1G73650,1,27690307
train,AT1G73655,1,27691819
train,AT1G73660,1,27697372
train,AT1G73670,1,27699871
train,AT1G73680,1,27707657
train,AT1G73690,1,27714910
train,AT1G73700,1,27719741
train,AT1G73710,1,27721190
train,AT1G73720,1,27724991
train,AT1G73730,1,27732683
train,AT1G73740,1,27734024
train,AT1G73750,1,27736546
train,AT1G73760,1,27742008
train,AT1G73770,1,27742081
train,AT1G73780,1,27743685
train,AT1G73790,1,27744649
train,AT1G73805,1,27749248
train,AT1G73810,1,27755297
train,AT1G73820,1,27757463
train,AT1G73830,1,27759941
train,AT1G73840,1,27766372
train,AT1G73850,1,27766941
train,AT1G73860,1,27776883
train,AT1G73870,1,27778984
train,AT1G73875,1,27780855
train,AT1G73880,1,27784928
train,AT1G73885,1,27786864
train,AT1G73890,1,27788658
train,AT1G73900,1,27788983
train,AT1G73910,1,27789208
train,AT1G73920,1,27790737
train,AT1G73930,1,27798005
train,AT1G73940,1,27799695
train,AT1G73950,1,27804687
train,AT1G73960,1,27814519
train,AT1G73965,1,27815627
train,AT1G73970,1,27816778
train,AT1G73980,1,27824127
train,AT1G73990,1,27824355
train,AT1G74000,1,27831536
train,AT1G74010,1,27834207
train,AT1G74020,1,27837443
train,AT1G74030,1,27842132
train,AT1G74035,1,27839443
train,AT1G74040,1,27842109
train,AT1G74045,1,27846012
train,AT1G74050,1,27849008
train,AT1G74055,1,27849230
train,AT1G74060,1,27851437
train,AT1G74070,1,27853269
train,AT1G74080,1,27855578
train,AT1G74088,1,27861116
train,AT1G74090,1,27862814
train,AT1G74100,1,27865694
train,AT1G74110,1,27868368
train,AT1G74120,1,27873332
train,AT1G74130,1,27873611
train,AT1G74140,1,27876905
train,AT1G74150,1,27880380
train,AT1G74160,1,27885911
train,AT1G74170,1,27896436
train,AT1G74180,1,27902025
train,AT1G74190,1,27906168
train,AT1G74200,1,27909358
train,AT1G74205,1,27910019
train,AT1G74210,1,27910314
train,AT1G74220,1,27914161
train,AT1G74230,1,27914602
train,AT1G74240,1,27917249
train,AT1G74250,1,27920241
train,AT1G74260,1,27927962
train,AT1G74270,1,27929537
train,AT1G74280,1,27929643
train,AT1G74290,1,27931836
train,AT1G74300,1,27935156
train,AT1G74310,1,27940369
train,AT1G74320,1,27940594
train,AT1G74330,1,27947886
train,AT1G74340,1,27951668
train,AT1G74350,1,27951413
train,AT1G74360,1,27954129
train,AT1G74370,1,27959400
train,AT1G74380,1,27959527
train,AT1G74385,1,27960970
train,AT1G74390,1,27963954
train,AT1G74400,1,27963926
train,AT1G74410,1,27965534
train,AT1G74420,1,27969965
train,AT1G74430,1,27975168
train,AT1G74440,1,27980456
train,AT1G74450,1,27982453
train,AT1G74453,1,27984713
train,AT1G74456,1,27984826
train,AT1G74458,1,27986797
train,AT1G74460,1,27989865
train,AT1G74470,1,27991165
train,AT1G74480,1,27994178
train,AT1G74490,1,27996794
train,AT1G74500,1,27998821
train,AT1G74510,1,28005264
train,AT1G74520,1,28009451
train,AT1G74530,1,28012634
train,AT1G74540,1,28013180
train,AT1G74545,1,28015826
train,AT1G74550,1,28016045
train,AT1G74560,1,28020059
train,AT1G74570,1,28020463
train,AT1G74580,1,28020548
train,AT1G74590,1,28024860
train,AT1G74600,1,28027869
train,AT1G74610,1,28027960
train,AT1G74620,1,28028252
train,AT1G74630,1,28030465
train,AT1G74640,1,28032562
train,AT1G74650,1,28041146
train,AT1G74660,1,28048289
train,AT1G74670,1,28053030
train,AT1G74675,1,28055437
train,AT1G74680,1,28059108
train,AT1G74690,1,28064771
train,AT1G74700,1,28065014
train,AT1G74710,1,28070295
train,AT1G74720,1,28074927
train,AT1G74730,1,28078852
train,AT1G74740,1,28082671
train,AT1G74750,1,28085753
train,AT1G74770,1,28094956
train,AT1G74780,1,28095729
train,AT1G74790,1,28098464
train,AT1G74800,1,28105193
train,AT1G74810,1,28107822
train,AT1G74820,1,28112579
train,AT1G74830,1,28115281
train,AT1G74840,1,28117422
train,AT1G74850,1,28122577
train,AT1G74860,1,28123301
train,AT1G74870,1,28126928
train,AT1G74875,1,28129745
train,AT1G74880,1,28131077
train,AT1G74890,1,28133025
train,AT1G74900,1,28133933
train,AT1G74910,1,28138971
train,AT1G74920,1,28142837
train,AT1G74929,1,28144098
train,AT1G74930,1,28143851
train,AT1G74940,1,28145978
train,AT1G74950,1,28150446
train,AT1G74960,1,28156350
train,AT1G74970,1,28159317
train,AT1G74990,1,28160510
train,AT1G75000,1,28163344
train,AT1G75010,1,28170113
train,AT1G75020,1,28170752
train,AT1G75030,1,28174187
train,AT1G75040,1,28177670
train,AT1G75050,1,28180057
train,AT1G75060,1,28183517
train,AT1G75070,1,28184532
train,AT1G75080,1,28185504
train,AT1G75090,1,28189765
train,AT1G75100,1,28194068
train,AT1G75110,1,28196033
train,AT1G75120,1,28198945
train,AT1G75125,1,28199887
train,AT1G75130,1,28201975
train,AT1G75140,1,28204362
train,AT1G75150,1,28208590
train,AT1G75160,1,28209407
train,AT1G75163,1,28212395
train,AT1G75166,1,28212518
train,AT1G75170,1,28213666
train,AT1G75180,1,28218801
train,AT1G75190,1,28219225
train,AT1G75200,1,28223785
train,AT1G75210,1,28223836
train,AT1G75220,1,28233134
train,AT1G75230,1,28234086
train,AT1G75240,1,28241011
train,AT1G75250,1,28245581
train,AT1G75260,1,28247641
train,AT1G75270,1,28251469
train,AT1G75280,1,28251626
train,AT1G75290,1,28253722
train,AT1G75295,1,28257236
train,AT1G75300,1,28255495
train,AT1G75310,1,28260801
train,AT1G75330,1,28268416
train,AT1G75335,1,28268541
train,AT1G75340,1,28272081
train,AT1G75350,1,28272071
train,AT1G75360,1,28274588
train,AT1G75370,1,28280033
train,AT1G75380,1,28284168
train,AT1G75390,1,28291698
train,AT1G75400,1,28296886
train,AT1G75410,1,28302728
train,AT1G75420,1,28305218
train,AT1G75430,1,28309610
train,AT1G75440,1,28313379
train,AT1G75450,1,28318375
train,AT1G75460,1,28327698
train,AT1G75470,1,28330054
train,AT1G75490,1,28335502
train,AT1G75500,1,28340275
train,AT1G75510,1,28348776
train,AT1G75520,1,28353549
train,AT1G75530,1,28359309
train,AT1G75540,1,28365824
train,AT1G75550,1,28370061
train,AT1G75560,1,28373301
train,AT1G75570,1,28373561
train,AT1G75580,1,28377377
train,AT1G75590,1,28383769
train,AT1G75600,1,28390665
train,AT1G75620,1,28396677
train,AT1G75630,1,28400439
train,AT1G75640,1,28407182
train,AT1G75650,1,28407984
train,AT1G75660,1,28408134
train,AT1G75670,1,28416961
train,AT1G75680,1,28419635
train,AT1G75690,1,28423520
train,AT1G75700,1,28423495
train,AT1G75710,1,28428671
train,AT1G75717,1,28433919
train,AT1G75720,1,28435489
train,AT1G75730,1,28439835
train,AT1G75740,1,28440889
train,AT1G75750,1,28442435
train,AT1G75760,1,28448735
train,AT1G75770,1,28449905
train,AT1G75780,1,28453820
train,AT1G75785,1,28451154
train,AT1G75790,1,28457528
train,AT1G75800,1,28458691
train,AT1G75810,1,28461444
train,AT1G75820,1,28466971
train,AT1G75830,1,28472357
train,AT1G75840,1,28475649
train,AT1G75850,1,28483946
train,AT1G75860,1,28486077
train,AT1G75870,1,28486229
train,AT1G75880,1,28490443
train,AT1G75890,1,28492944
train,AT1G75891,1,28494327
train,AT1G75900,1,28498821
train,AT1G75910,1,28501434
train,AT1G75920,1,28504041
train,AT1G75930,1,28508072
train,AT1G75940,1,28511142
train,AT1G75945,1,28515916
train,AT1G75950,1,28516519
train,AT1G75960,1,28517939
train,AT1G75970,1,28520056
train,AT1G75980,1,28524418
train,AT1G75990,1,28526848
train,AT1G76000,1,28527767
train,AT1G76010,1,28531771
train,AT1G76020,1,28533694
train,AT1G76030,1,28533710
train,AT1G76040,1,28537593
train,AT1G76050,1,28540784
train,AT1G76060,1,28543850
train,AT1G76065,1,28545708
train,AT1G76070,1,28546382
train,AT1G76080,1,28549586
train,AT1G76090,1,28551836
train,AT1G76100,1,28554930
train,AT1G76110,1,28557615
train,AT1G76120,1,28560473
train,AT1G76130,1,28560629
train,AT1G76140,1,28571119
train,AT1G76150,1,28577700
train,AT1G76160,1,28581315
train,AT1G76170,1,28586418
train,AT1G76180,1,28587931
train,AT1G76185,1,28590325
train,AT1G76190,1,28592059
train,AT1G76200,1,28593211
train,AT1G76210,1,28595996
train,AT1G76220,1,28598420
train,AT1G76230,1,28600491
train,AT1G76240,1,28603932
train,AT1G76250,1,28609225
train,AT1G76260,1,28610193
train,AT1G76270,1,28616785
train,AT1G76280,1,28622777
train,AT1G76290,1,28625408
train,AT1G76300,1,28625871
train,AT1G76310,1,28630789
train,AT1G76320,1,28631223
train,AT1G76330,1,28634692
train,AT1G76340,1,28636968
train,AT1G76350,1,28639453
train,AT1G76360,1,28646721
train,AT1G76370,1,28650577
train,AT1G76380,1,28654660
train,AT1G76390,1,28655208
train,AT1G76400,1,28661710
train,AT1G76405,1,28661789
train,AT1G76410,1,28668664
train,AT1G76420,1,28674045
train,AT1G76430,1,28682062
train,AT1G76440,1,28683785
train,AT1G76450,1,28684551
train,AT1G76460,1,28689208
train,AT1G76465,1,28688781
train,AT1G76470,1,28691659
train,AT1G76480,1,28693428
train,AT1G76490,1,28695760
train,AT1G76500,1,28704963
train,AT1G76510,1,28712968
train,AT1G76520,1,28714765
train,AT1G76530,1,28718069
train,AT1G76540,1,28722550
train,AT1G76550,1,28727111
train,AT1G76560,1,28728206
train,AT1G76570,1,28728998
train,AT1G76580,1,28734207
train,AT1G76590,1,28740540
train,AT1G76600,1,28746833
train,AT1G76610,1,28750872
train,AT1G76620,1,28756521
train,AT1G76630,1,28759478
train,AT1G76640,1,28765866
train,AT1G76650,1,28768138
train,AT1G76660,1,28771538
train,AT1G76670,1,28775002
train,AT1G76680,1,28776626
train,AT1G76690,1,28778622
train,AT1G76700,1,28783257
train,AT1G76705,1,28786290
train,AT1G76710,1,28792719
train,AT1G76720,1,28800402
train,AT1G76728,1,28802633
train,AT1G76730,1,28804858
train,AT1G76740,1,28805114
train,AT1G76750,1,28811040
train,AT1G76760,1,28813164
train,AT1G76770,1,28813454
train,AT1G76780,1,28814434
train,AT1G76790,1,28823727
train,AT1G76800,1,28829243
train,AT1G76810,1,28836748
train,AT1G76820,1,28837573
train,AT1G76830,1,28844644
train,AT1G76840,1,28847288
train,AT1G76850,1,28847871
train,AT1G76860,1,28855750
train,AT1G76870,1,28856839
train,AT1G76878,1,28868258
train,AT1G76880,1,28865314
train,AT1G76890,1,28875435
train,AT1G76892,1,28874691
train,AT1G76900,1,28881539
train,AT1G76910,1,28887218
train,AT1G76920,1,28891976
train,AT1G76930,1,28897120
train,AT1G76940,1,28904420
train,AT1G76950,1,28906441
train,AT1G76952,1,28915102
train,AT1G76954,1,28918537
train,AT1G76955,1,28919764
train,AT1G76960,1,28920976
train,AT1G76965,1,28922431
train,AT1G76970,1,28925468
train,AT1G76980,1,28927391
train,AT1G76990,1,28932119
train,AT1G76994,1,28937319
train,AT1G77000,1,28940147
train,AT1G77010,1,28942710
train,AT1G77020,1,28947186
train,AT1G77030,1,28951655
train,AT1G77040,1,28947625
train,AT1G77060,1,28953580
train,AT1G77080,1,28955483
train,AT1G77090,1,28961974
train,AT1G77093,1,28962465
train,AT1G77100,1,28967015
train,AT1G77110,1,28970714
train,AT1G77210,1,29012096
train,AT1G77220,1,29012674
train,AT1G77230,1,29016120
train,AT1G77240,1,29019789
train,AT1G77300,1,29049454
train,AT1G77390,1,29084285
train,AT1G77400,1,29085575
train,AT1G77405,1,29087126
train,AT1G77410,1,29093264
train,AT1G77420,1,29093499
train,AT1G77440,1,29096020
train,AT1G77450,1,29099839
train,AT1G77730,1,29214220
train,AT1G77740,1,29220349
train,AT1G77790,1,29251976
train,AT1G77800,1,29253332
train,AT1G77850,1,29272074
train,AT1G77855,1,29278631
train,AT1G77990,1,29323352
train,AT1G77992,1,29322411
train,AT1G78000,1,29327515
train,AT1G78010,1,29333412
train,AT1G78020,1,29338530
train,AT1G78060,1,29352946
train,AT1G78070,1,29354944
train,AT1G78080,1,29364072
train,AT1G78090,1,29373803
train,AT1G78100,1,29387672
train,AT1G78110,1,29391630
train,AT1G78120,1,29396105
train,AT1G78130,1,29400140
train,AT1G78140,1,29404025
train,AT1G78150,1,29404648
train,AT1G78160,1,29407608
train,AT1G78170,1,29413874
train,AT1G78172,1,29415477
train,AT1G78180,1,29416837
train,AT1G78190,1,29418994
train,AT1G78200,1,29419466
train,AT1G78300,1,29461391
train,AT1G78310,1,29465249
train,AT1G78320,1,29468394
train,AT1G78360,1,29483009
train,AT1G78370,1,29485389
train,AT1G78380,1,29488007
train,AT1G78390,1,29492875
train,AT1G78400,1,29499682
train,AT1G78410,1,29502506
train,AT1G78420,1,29504532
train,AT1G78430,1,29508951
train,AT1G78540,1,29544875
train,AT1G78550,1,29546518
train,AT1G78560,1,29548866
train,AT1G78570,1,29549540
train,AT1G78590,1,29564241
train,AT1G78600,1,29566863
train,AT1G78680,1,29593756
train,AT1G78690,1,29596478
train,AT1G78700,1,29599349
train,AT1G78740,1,29611492
train,AT1G78750,1,29614884
train,AT1G78760,1,29616738
train,AT1G78770,1,29616919
train,AT1G78780,1,29623337
train,AT1G78790,1,29625078
train,AT1G78800,1,29628024
train,AT1G78810,1,29630578
train,AT1G78880,1,29655949
train,AT1G78890,1,29656430
train,AT1G78895,1,29660006
train,AT1G78900,1,29660088
train,AT1G79170,1,29782273
train,AT1G79180,1,29786257
train,AT1G79190,1,29788466
train,AT1G79340,1,29842587
train,AT1G79500,1,29903353
train,AT1G79510,1,29909988
train,AT1G79570,1,29938856
train,AT1G79620,1,29962323
train,AT1G79630,1,29965795
train,AT1G79700,1,29993766
train,AT1G79710,1,29994962
train,AT1G79720,1,29999045
train,AT1G79900,1,30053936
train,AT1G79910,1,30054552
train,AT1G79915,1,30057206
train,AT1G79920,1,30062824
train,AT1G79930,1,30067589
train,AT1G79940,1,30069519
train,AT1G79970,1,30082077
train,AT1G79980,1,30084069
train,AT1G79985,1,30084114
train,AT1G79990,1,30085750
train,AT1G80080,1,30129649
train,AT1G80090,1,30130218
train,AT1G80130,1,30142697
train,AT1G80133,1,30144313
train,AT1G80140,1,30146611
train,AT1G80150,1,30148330
train,AT1G80160,1,30150897
train,AT1G80230,1,30171334
train,AT1G80240,1,30173109
train,AT1G80245,1,30174101
train,AT1G80250,1,30174085
train,AT1G80260,1,30175642
train,AT1G80270,1,30180907
train,AT1G80280,1,30186716
train,AT1G80290,1,30187920
train,AT1G80300,1,30191538
train,AT1G80310,1,30194618
train,AT1G80315,1,30195732
train,AT1G80320,1,30196782
train,AT1G80325,1,30198071
train,AT1G80330,1,30199537
train,AT1G80340,1,30202349
train,AT1G80350,1,30208268
train,AT1G80410,1,30235087
train,AT1G80420,1,30238535
train,AT1G80430,1,30237784
train,AT1G80490,1,30267125
train,AT1G80500,1,30270445
train,AT1G80580,1,30293558
train,AT1G80590,1,30297224
train,AT1G80600,1,30300658
train,AT1G80670,1,30323902
train,AT1G80680,1,30323882
train,AT1G80690,1,30330944
train,AT1G80810,1,30364946
train,AT1G80820,1,30370474
train,AT1G80870,1,30391899
train,AT1G80880,1,30397007
train,AT1G80890,1,30397128
train,AT1G80900,1,30400399
train,AT1G80910,1,30400631
train,AT2G01035,2,51487
train,AT2G01045,2,54468
train,AT2G01050,2,69884
train,AT2G01060,2,75509
train,AT2G01070,2,75520
train,AT2G01080,2,77888
train,AT2G01090,2,79779
train,AT2G01210,2,121980
train,AT2G01220,2,123023
train,AT2G01240,2,129132
train,AT2G01250,2,134455
train,AT2G01260,2,137916
train,AT2G01270,2,139309
train,AT2G01275,2,144524
train,AT2G01280,2,145676
train,AT2G01290,2,150585
train,AT2G01300,2,151971
train,AT2G01310,2,152827
train,AT2G01320,2,158204
train,AT2G01330,2,160870
train,AT2G01390,2,172176
train,AT2G01400,2,174168
train,AT2G01410,2,176407
train,AT2G01420,2,183764
train,AT2G01422,2,183940
train,AT2G01430,2,190369
train,AT2G01500,2,226234
train,AT2G01505,2,229899
train,AT2G01540,2,243649
train,AT2G01554,2,249687
train,AT2G01560,2,251806
train,AT2G01570,2,257568
train,AT2G01580,2,265948
train,AT2G01590,2,266559
train,AT2G01600,2,268714
train,AT2G01610,2,275002
train,AT2G01620,2,278124
train,AT2G01630,2,282123
train,AT2G01640,2,282830
train,AT2G01650,2,286529
train,AT2G01660,2,292688
train,AT2G01667,2,295455
train,AT2G01670,2,298215
train,AT2G01680,2,306251
train,AT2G01735,2,324365
train,AT2G01740,2,327875
train,AT2G01750,2,328025
train,AT2G01755,2,332808
train,AT2G01760,2,332902
train,AT2G01770,2,336462
train,AT2G01780,2,339871
train,AT2G01790,2,342480
train,AT2G01800,2,345254
train,AT2G01810,2,347537
train,AT2G01818,2,355594
train,AT2G01820,2,360924
train,AT2G01850,2,385171
train,AT2G01860,2,388055
train,AT2G01870,2,390405
train,AT2G01880,2,394184
train,AT2G01890,2,399338
train,AT2G01900,2,405762
train,AT2G01905,2,410321
train,AT2G01913,2,422643
train,AT2G01918,2,425810
train,AT2G01920,2,426052
train,AT2G01930,2,428900
train,AT2G01940,2,432195
train,AT2G01950,2,444324
train,AT2G01960,2,450379
train,AT2G01970,2,454959
train,AT2G01980,2,457002
train,AT2G01990,2,466955
train,AT2G02023,2,481830
train,AT2G02026,2,481907
train,AT2G02030,2,482335
train,AT2G02040,2,487398
train,AT2G02050,2,489952
train,AT2G02060,2,494745
train,AT2G02061,2,497989
train,AT2G02070,2,505375
train,AT2G02080,2,521737
train,AT2G02090,2,523223
train,AT2G02100,2,528179
train,AT2G02103,2,531636
train,AT2G02120,2,538250
train,AT2G02130,2,539898
train,AT2G02140,2,544647
train,AT2G02147,2,546596
train,AT2G02148,2,549669
train,AT2G02150,2,552856
train,AT2G02160,2,556131
train,AT2G02170,2,559046
train,AT2G02180,2,560695
train,AT2G02220,2,587401
train,AT2G02230,2,591689
train,AT2G02240,2,593724
train,AT2G02250,2,595869
train,AT2G02280,2,601439
train,AT2G02290,2,604453
train,AT2G02300,2,607919
train,AT2G02310,2,610283
train,AT2G02320,2,611843
train,AT2G02340,2,617322
train,AT2G02350,2,619138
train,AT2G02360,2,620793
train,AT2G02370,2,621058
train,AT2G02400,2,632637
train,AT2G02410,2,632634
train,AT2G02440,2,638012
train,AT2G02450,2,647538
train,AT2G02455,2,648687
train,AT2G02470,2,652564
train,AT2G02480,2,660655
train,AT2G02490,2,667041
train,AT2G02493,2,668055
train,AT2G02497,2,670055
train,AT2G02498,2,669760
train,AT2G02500,2,673327
train,AT2G02510,2,673260
train,AT2G02515,2,675218
train,AT2G02520,2,678145
